G1,G2,G3,G4,G5,V_GMPP,P_Max
1000,700,600,400,100,112.986059403263,335.169225010447
800,800,600,400,100,111.880673483842,339.164980484114
900,800,600,400,100,113.309413595201,337.005544365037
1000,800,600,400,100,113.898340001559,338.716735205121
900,900,600,400,100,114.546229937844,340.632480020441
1000,900,600,400,100,115.700759114833,340.492864695799
1000,1000,600,400,100,115.249149438094,342.391632631558
700,700,700,400,100,107.949879053016,361.480840023934
800,700,700,400,100,109.189656743588,370.522297869188
900,700,700,400,100,109.968551457488,374.206563332892
1000,700,700,400,100,110.643405630226,376.517765668443
800,800,700,400,100,110.483693971935,381.680619520913
900,800,700,400,100,111.793426964459,386.114019794179
1000,800,700,400,100,112.261894877548,388.297373320422
900,900,700,400,100,111.133042777681,390.266222816543
1000,900,700,400,100,113.371332209364,392.550818725617
1000,1000,700,400,100,113.831934739897,395.609348336202
800,800,800,400,100,108.185445683832,413.732111132456
900,800,800,400,100,109.235742506491,423.297058132363
1000,800,800,400,100,110.067759931786,427.402832986752
900,900,800,400,100,110.476534036255,435.23869791723
1000,900,800,400,100,111.13801467745,439.778103327104
1000,1000,800,400,100,112.373124205063,444.341524105712
900,900,900,400,100,108.329358301688,465.77574778311
1000,900,900,400,100,109.109746838404,475.78634836681
1000,1000,900,400,100,110.336806727715,488.276192075673
1000,1000,1000,400,100,108.274569954522,517.572717029433
500,500,500,500,100,144.180691395799,345.267122724393
600,500,500,500,100,145.795833342111,352.860268023898
700,500,500,500,100,146.742135601584,355.562590947015
800,500,500,500,100,147.212584962998,357.237777632885
900,500,500,500,100,147.786867812563,358.455552710552
1000,500,500,500,100,148.127072943686,359.408324706767
600,600,500,500,100,147.692105193365,361.596968275967
700,600,500,500,100,148.697122691394,364.456550270918
800,600,500,500,100,149.12879947146,366.184916273251
900,600,500,500,100,149.624751518539,367.44137009023
1000,600,500,500,100,150.034964012978,368.419761634179
700,700,500,500,100,149.602074328402,367.329599998382
800,700,500,500,100,150.196242123509,369.068289494742
900,700,500,500,100,150.66363067311,370.318431313711
1000,700,500,500,100,151.154208071957,371.298967078862
800,800,500,500,100,150.851771344107,370.808740039303
900,800,500,500,100,149.013691241571,373.099445554024
1000,800,500,500,100,151.681656417203,373.039697951482
900,900,500,500,100,151.884820581271,373.315817236814
1000,900,500,500,100,152.393664885951,374.306549063221
1000,1000,500,500,100,152.593527306448,375.322029224655
600,600,600,500,100,149.825633108201,372.732938686633
700,600,600,500,100,151.245703792916,375.596262735672
800,600,600,500,100,148.353357733457,380.793291159662
900,600,600,500,100,149.43746495201,381.856789646623
1000,600,600,500,100,152.375107630006,379.632602130532
700,700,600,500,100,152.794764146178,378.273427917544
800,700,600,500,100,150.561383203676,382.978293264978
900,700,600,500,100,152.996705323426,381.554068028462
1000,700,600,500,100,153.788995028841,382.580210906594
800,800,600,500,100,153.486193120085,381.858106674211
900,800,600,500,100,152.388942472533,384.186888994685
1000,800,600,500,100,154.38355570148,384.323200526894
900,900,600,500,100,151.55814198441,386.206935954383
1000,900,600,500,100,154.819681102935,385.703887962458
1000,1000,600,500,100,154.97496619567,386.693118989165
700,700,700,500,100,153.39129771805,385.016249656149
800,700,700,500,100,154.164612003977,384.603627143343
900,700,700,500,100,154.533201689903,385.219246809856
1000,700,700,500,100,155.094181171906,389.679813195424
800,800,700,500,100,155.893819927077,385.581793876389
900,800,700,500,100,155.142727022868,386.452005035579
1000,800,700,500,100,112.140413000154,388.297393339459
900,900,700,500,100,112.580780364901,389.908504819297
1000,900,700,500,100,113.219779517426,392.357516951108
1000,1000,700,500,100,114.07228479859,401.485402446174
800,800,800,500,100,108.079353834593,413.735597154359
900,800,800,500,100,109.182795687573,423.298465101484
1000,800,800,500,100,110.007616154397,427.407660813187
900,900,800,500,100,110.367459881514,435.238056867491
1000,900,800,500,100,111.459240494659,439.803182966375
1000,1000,800,500,100,112.420142397657,444.322216252531
900,900,900,500,100,108.4205992155,465.777762749786
1000,900,900,500,100,109.322351242887,475.901848389772
1000,1000,900,500,100,110.228083085179,488.284120483237
1000,1000,1000,500,100,108.388030052882,517.578762475872
600,600,600,600,100,144.822300263207,415.926523519552
700,600,600,600,100,146.197413291688,424.208645574578
800,600,600,600,100,146.959242619418,427.386731737406
900,600,600,600,100,147.559807806397,429.370260756881
1000,600,600,600,100,148.106771409195,430.815388877563
700,700,600,600,100,147.602196323045,433.778472228475
800,700,600,600,100,148.538619786436,437.244255747747
900,700,600,600,100,149.282540858096,439.212878699254
1000,700,600,600,100,149.66398351027,440.699287338246
800,800,600,600,100,149.638020181427,440.532266000058
900,800,600,600,100,150.258855453318,442.624143899123
1000,800,600,600,100,150.780669128891,444.088004056967
900,900,600,600,100,151.004881971514,444.673200734792
1000,900,600,600,100,149.873125335611,447.467035608143
1000,1000,600,600,100,151.88808844089,447.657216653645
700,700,700,600,100,145.698711470609,478.17099953633
800,700,700,600,100,150.804286895461,449.341125334916
900,700,700,600,100,151.470304144805,451.642196093459
1000,700,700,600,100,151.91415103512,452.935835426123
800,800,700,600,100,151.223668622475,452.997821147081
900,800,700,600,100,152.45850458128,455.322584948399
1000,800,700,600,100,149.861052620364,480.029665407661
900,900,700,600,100,152.90399232684,457.320247817807
1000,900,700,600,100,153.172493431581,458.922005000756
1000,1000,700,600,100,153.942164582538,460.379760348475
800,800,800,600,100,151.908337826754,457.489462154263
900,800,800,600,100,153.210855839912,464.11831566817
1000,800,800,600,100,154.191011140527,460.192709000756
900,900,800,600,100,154.305703491408,466.545461917717
1000,900,800,600,100,154.494022465277,466.606511638903
1000,1000,800,600,100,155.199735324556,463.809057369257
900,900,900,600,100,108.417241263813,465.775314108758
1000,900,900,600,100,109.229344618593,475.789765233473
1000,1000,900,600,100,110.710977323928,488.38488853621
1000,1000,1000,600,100,108.272464667454,517.577430289493
700,700,700,700,100,145.172783096786,486.448892599938
800,700,700,700,100,146.303585707804,495.331161223934
900,700,700,700,100,147.276416780824,498.949731427016
1000,700,700,700,100,147.752245136567,501.228400187229
800,800,700,700,100,147.616518412383,505.6174571629
900,800,700,700,100,148.611638434118,509.45518225535
1000,800,700,700,100,149.273788002307,511.845523727323
900,900,700,700,100,149.409585858612,513.37308778362
1000,900,700,700,100,150.211463684126,515.707813647972
1000,1000,700,700,100,150.849863889458,518.081926952272
800,800,800,700,100,149.267183565135,518.370777154861
900,800,800,700,100,149.906117659847,523.331401688038
1000,800,800,700,100,150.718453070466,525.666626934472
900,900,800,700,100,151.5883607067,526.72486621325
1000,900,800,700,100,152.011178896383,529.254563473713
1000,1000,800,700,100,152.753083195384,531.642000245577
900,900,900,700,100,152.204935648992,532.36038093742
1000,900,900,700,100,153.148960769853,533.419782554191
1000,1000,900,700,100,153.211610754103,540.516198746942
1000,1000,1000,700,100,155.492265797126,541.733268265005
800,800,800,800,100,145.506472348916,556.758537484366
900,800,800,800,100,146.45220225735,566.154881076318
1000,800,800,800,100,147.26200341432,570.185928962406
900,900,800,800,100,147.559474168341,577.030321383711
1000,900,800,800,100,148.551230104524,581.329146478498
1000,1000,800,800,100,149.446827062363,585.661802329175
900,900,900,800,100,149.018010942151,590.523849313769
1000,900,900,800,100,150.067167753393,595.203301814871
1000,1000,900,800,100,150.948144266817,599.74012390605
1000,1000,1000,800,100,152.026835139283,604.966199840564
900,900,900,900,100,145.615341994467,626.788403380718
1000,900,900,900,100,146.583572057958,636.629009103689
1000,1000,900,900,100,147.479018140951,648.009872432672
1000,1000,1000,900,100,148.798643525592,662.111803906943
1000,1000,1000,1000,100,145.829884880017,696.495738785381
200,200,200,200,200,175.776189665194,168.443727622213
300,200,200,200,200,178.481846749292,172.861038801984
400,200,200,200,200,179.605433715649,174.027507148908
500,200,200,200,200,180.179809984677,174.721782103427
600,200,200,200,200,180.711788984248,175.225378328334
700,200,200,200,200,181.125241420782,175.612686692039
800,200,200,200,200,181.596400892358,175.93124519287
900,200,200,200,200,181.818347448549,176.20155537861
1000,200,200,200,200,181.956063049771,176.435463961929
300,300,200,200,200,181.914757331794,177.862424488058
400,300,200,200,200,182.722924243511,178.933623112789
500,300,200,200,200,183.585182905179,179.738564970201
600,300,200,200,200,183.963430137924,180.147226148012
700,300,200,200,200,185.099899225878,180.56080123444
800,300,200,200,200,184.743869367671,180.86645617578
900,300,200,200,200,184.943957993331,181.140319643821
1000,300,200,200,200,185.158180057746,181.376195718568
400,400,200,200,200,184.001228665871,180.118621231556
500,400,200,200,200,184.610976176346,180.835563663838
600,400,200,200,200,184.935647138097,181.345964807062
700,400,200,200,200,185.519477376769,181.720808368983
800,400,200,200,200,185.817571920098,182.216831481596
900,400,200,200,200,186.084872665771,182.335536103763
1000,400,200,200,200,186.396418462119,182.574038127869
500,500,200,200,200,185.286710758398,181.546470827926
600,500,200,200,200,185.778068687051,182.054332790903
700,500,200,200,200,186.221102229141,182.456168246842
800,500,200,200,200,186.394976973432,182.785644031693
900,500,200,200,200,186.688198447192,183.046231792987
1000,500,200,200,200,187.214787812919,183.290397455213
600,600,200,200,200,70.5941423842485,202.206450792098
700,600,200,200,200,71.8040425515694,211.000185023623
800,600,200,200,200,72.882958279219,214.529255252694
900,600,200,200,200,73.5894904328252,216.418530384179
1000,600,200,200,200,73.9924388298944,217.914437085311
700,700,200,200,200,70.7813538530737,236.50886419992
800,700,200,200,200,71.8952458349113,245.939176703817
900,700,200,200,200,72.7927230410457,249.772479412103
1000,700,200,200,200,73.4830138881261,252.152835444321
800,800,200,200,200,70.9414463826212,270.700104455087
900,800,200,200,200,71.8597532584549,280.670404500207
1000,800,200,200,200,72.6889845862669,284.954770499653
900,900,200,200,200,70.895837771701,304.757640832957
1000,900,200,200,200,71.8330837559844,315.186074063915
1000,1000,200,200,200,71.0563621648766,338.647164058385
300,300,300,200,200,185.527825409523,183.191302290612
400,300,300,200,200,186.437187836364,184.469071992379
500,300,300,200,200,187.314817498838,185.178138901535
600,300,300,200,200,187.968272854965,185.714028568238
700,300,300,200,200,187.044442127681,186.554497680156
800,300,300,200,200,188.460381463494,186.434459202971
900,300,300,200,200,188.544953611124,186.716779417932
1000,300,300,200,200,184.228646374347,187.420947252219
400,400,300,200,200,187.601862040976,185.705191572491
500,400,300,200,200,188.337602502214,186.425831329005
600,400,300,200,200,188.726871294522,186.924461742533
700,400,300,200,200,189.322103719902,187.336490079908
800,400,300,200,200,189.50398563127,187.654833161484
900,400,300,200,200,189.893947875026,187.941081004148
1000,400,300,200,200,189.880280071655,188.311945313925
500,500,300,200,200,114.735845946682,199.527153628128
600,500,300,200,200,189.581845540221,187.675108873289
700,500,300,200,200,190.154999353266,188.073865686624
800,500,300,200,200,189.99454437459,188.386771761612
900,500,300,200,200,190.57719028905,188.667101839167
1000,500,300,200,200,190.745860484821,188.884928645221
600,600,300,200,200,70.5578801801569,202.209516516254
700,600,300,200,200,71.8298292851805,211.004340745977
800,600,300,200,200,72.8839763316976,214.362092837069
900,600,300,200,200,73.4150744125584,216.419417071831
1000,600,300,200,200,74.0048922167319,217.915577944753
700,700,300,200,200,70.7543444381411,236.512153741812
800,700,300,200,200,71.8293730997325,245.936800740857
900,700,300,200,200,72.8968043918232,249.77265887017
1000,700,300,200,200,73.5458065897053,252.148980714455
800,800,300,200,200,70.9048857004442,270.70440721066
900,800,300,200,200,71.944052896071,280.670093036692
1000,800,300,200,200,72.8102186145773,284.959555264306
900,900,300,200,200,70.8951399429151,304.759812148553
1000,900,300,200,200,71.7814201124858,315.184338983481
1000,1000,300,200,200,70.8965205239174,338.650455873757
400,400,400,200,200,106.519052147847,204.022878175518
500,400,400,200,200,108.474544407476,210.885262532887
600,400,400,200,200,109.344126491858,213.142564153708
700,400,400,200,200,110.108259512295,214.519731041554
800,400,400,200,200,110.590915747504,215.510540998006
900,400,400,200,200,110.868226325229,216.2848316911
1000,400,400,200,200,111.29822421557,216.920640349046
500,500,400,200,200,110.81402383428,219.133369505396
600,500,400,200,200,111.97084673017,221.853225815929
700,500,400,200,200,112.661639511617,223.221054956891
800,500,400,200,200,113.052994303409,224.248373877452
900,500,400,200,200,113.344111760208,225.052561613491
1000,500,400,200,200,113.729565049113,225.701104617356
600,600,400,200,200,113.197703757872,224.406866654128
700,600,400,200,200,113.501272585333,225.470987699436
800,600,400,200,200,114.236097260141,226.682077021843
900,600,400,200,200,116.243453114409,227.316584448995
1000,600,400,200,200,114.830973840841,228.120733775326
700,700,400,200,200,70.6632888004447,236.512209069335
800,700,400,200,200,71.8390815776353,245.939229731319
900,700,400,200,200,72.916018222225,249.772365475513
1000,700,400,200,200,73.3764429893323,252.15297593617
800,800,400,200,200,70.8022133583629,270.705945129041
900,800,400,200,200,71.9931324520822,280.666466504797
1000,800,400,200,200,72.8682101871084,284.955046250294
900,900,400,200,200,70.9000904366825,304.762367959548
1000,900,400,200,200,71.8695949687215,315.187092730162
1000,1000,400,200,200,70.9884846445069,338.656469961199
500,500,500,200,200,107.220986174275,256.552831870202
600,500,500,200,200,108.742707633308,264.271678478601
700,500,500,200,200,109.754263378739,267.02724923376
800,500,500,200,200,110.461391944201,268.72271206689
900,500,500,200,200,110.749423961421,269.949029722817
1000,500,500,200,200,111.28952508661,270.911164664946
600,600,500,200,200,110.752685727753,273.893392987995
700,600,500,200,200,111.903777340505,276.871248155597
800,600,500,200,200,112.5510811312,278.617009528208
900,600,500,200,200,112.949167599317,279.891773442591
1000,600,500,200,200,113.357434779209,280.888484392929
700,700,500,200,200,112.103600610292,283.974882780097
800,700,500,200,200,113.786857358403,282.707533207899
900,700,500,200,200,114.185451507758,282.893012810926
1000,700,500,200,200,114.438578327592,283.893684264567
800,800,500,200,200,113.92596906718,283.068356461167
900,800,500,200,200,114.760644687276,284.673806139469
1000,800,500,200,200,115.080374389529,285.667380403516
900,900,500,200,200,70.9596825364051,304.764989678961
1000,900,500,200,200,71.87383797034,315.191789454317
1000,1000,500,200,200,70.8947147105968,338.655120983056
600,600,600,200,200,107.718689629458,309.066658118933
700,600,600,200,200,108.992249929932,317.503287484686
800,600,600,200,200,109.984643570092,320.733789633952
900,600,600,200,200,110.637047588912,322.738839990272
1000,600,600,200,200,110.979993116411,324.201949968999
700,700,600,200,200,111.038995991539,328.467885550546
800,700,600,200,200,111.90508429001,331.488915926935
900,700,600,200,200,112.41643813626,333.649792236017
1000,700,600,200,200,112.884932085415,335.17415361363
800,800,600,200,200,112.165743004746,340.96738492418
900,800,600,200,200,113.535018886398,337.18309550083
1000,800,600,200,200,113.966874191104,338.711354639842
900,900,600,200,200,114.291956745718,344.004491919374
1000,900,600,200,200,114.770536718832,340.889611102771
1000,1000,600,200,200,115.06287594237,342.40465164189
700,700,700,200,200,108.037866172556,361.47907021498
800,700,700,200,200,109.079839451943,370.521511836823
900,700,700,200,200,109.933365939474,374.203828169385
1000,700,700,200,200,110.701264821962,376.511968741934
800,800,700,200,200,110.451248233606,381.624398031073
900,800,700,200,200,111.677358977406,385.82106413015
1000,800,700,200,200,112.23869973843,388.296837555668
900,900,700,200,200,112.944864463048,390.158844722171
1000,900,700,200,200,112.16204319378,396.851671401744
1000,1000,700,200,200,113.990242040083,398.610503411093
800,800,800,200,200,108.196878296822,413.730130138269
900,800,800,200,200,109.100518774029,423.291122878592
1000,800,800,200,200,110.033467808521,427.403061348638
900,900,800,200,200,103.157190277678,445.777081503933
1000,900,800,200,200,110.97550836007,439.876340037247
1000,1000,800,200,200,112.210524800014,444.445450959653
900,900,900,200,200,108.281986838481,465.772837561879
1000,900,900,200,200,109.185698172174,475.78148036658
1000,1000,900,200,200,110.185719859476,488.274939891744
1000,1000,1000,200,200,108.379131370216,517.573403800219
300,300,300,300,200,142.034458162437,204.063671814942
400,300,300,300,200,144.346713086987,209.788019710794
500,300,300,300,200,145.383153713495,211.501259219283
600,300,300,300,200,145.835022470614,212.540726936248
700,300,300,300,200,194.411172465867,217.110253537509
800,300,300,300,200,146.888439926447,213.862310919862
900,300,300,300,200,147.020290974723,214.341337269385
1000,300,300,300,200,147.177288800849,214.747668029622
400,400,300,300,200,146.903321035233,216.355510095059
500,400,300,300,200,195.302175334821,260.915271615029
600,400,300,300,200,148.43507252773,219.20966467349
700,400,300,300,200,149.069256097888,219.959699771537
800,400,300,300,200,149.962367225813,220.568112783175
900,400,300,300,200,149.845976692636,221.039241976068
1000,400,300,300,200,150.135664054895,221.459673396199
500,500,300,300,200,148.975947705564,219.917184319488
600,500,300,300,200,149.65161996058,220.983571151458
700,500,300,300,200,150.254247852371,221.753361827947
800,500,300,300,200,150.393587322713,222.555928108251
900,500,300,300,200,150.737381493503,222.902216103336
1000,500,300,300,200,151.161608634769,223.238936117303
600,600,300,300,200,150.427042288238,222.085882155823
700,600,300,300,200,151.072294508587,222.834630373
800,600,300,300,200,151.296071598323,223.408196403186
900,600,300,300,200,151.669849918213,223.894014700443
1000,600,300,300,200,151.795520304398,224.309578747251
700,700,300,300,200,70.7399665572767,236.513726309052
800,700,300,300,200,71.8561339978874,245.940901099918
900,700,300,300,200,72.8455562193922,249.777054402331
1000,700,300,300,200,73.4783880657612,252.157079426013
800,800,300,300,200,70.8066052394757,270.706213116097
900,800,300,300,200,71.8759695341412,280.674637709748
1000,800,300,300,200,72.8362023409569,284.960177683827
900,900,300,300,200,70.839917558532,304.757552778935
1000,900,300,300,200,71.7939689644304,315.18814359255
1000,1000,300,300,200,70.9516896716895,338.656320216357
400,400,400,300,200,150.179806303811,225.678561369879
500,400,400,300,200,151.839506328121,226.201281802841
600,400,400,300,200,151.96150400716,227.266192083015
700,400,400,300,200,152.446739908398,228.046927202426
800,400,400,300,200,153.487369853909,244.327742891922
900,400,400,300,200,153.313283072288,237.950200623282
1000,400,400,300,200,153.044798916005,229.58909023176
500,500,400,300,200,153.180171588347,228.033095034821
600,500,400,300,200,153.375987304765,229.23794331724
700,500,400,300,200,154.087545933229,235.310507514754
800,500,400,300,200,153.208284112733,229.901791462582
900,500,400,300,200,153.098340280905,231.302597136242
1000,500,400,300,200,154.580438666287,231.367376420673
600,600,400,300,200,153.762984238716,230.044579120313
700,600,400,300,200,154.406634613672,231.095449817446
800,600,400,300,200,155.188910249817,232.197334349982
900,600,400,300,200,154.988923247239,232.090218354087
1000,600,400,300,200,155.441260089305,232.531389682794
700,700,400,300,200,70.7804254816354,236.514171492271
800,700,400,300,200,71.9080367128366,245.945130461887
900,700,400,300,200,72.893852575548,249.77681234127
1000,700,400,300,200,73.3633395680975,252.152998859694
800,800,400,300,200,70.7740887024958,270.705850576211
900,800,400,300,200,71.7790129923104,280.668673326273
1000,800,400,300,200,72.8090731240819,284.96502637882
900,900,400,300,200,70.9842465329593,304.76406662348
1000,900,400,300,200,71.8356064897627,315.190683443667
1000,1000,400,300,200,70.9869815342449,338.658329093915
500,500,500,300,200,107.302831423759,256.554356640747
600,500,500,300,200,108.748766992179,264.272749788423
700,500,500,300,200,109.737527686451,267.031806775897
800,500,500,300,200,110.336645577323,268.725311923199
900,500,500,300,200,110.877862261314,269.952626116183
1000,500,500,300,200,111.314394457465,270.911044963267
600,600,500,300,200,110.870948677576,273.929880834034
700,600,500,300,200,111.892600965945,276.827034762393
800,600,500,300,200,112.511962468738,278.619103846333
900,600,500,300,200,112.953918701004,279.893207077156
1000,600,500,300,200,113.38338710755,280.891046441346
700,700,500,300,200,112.96743670112,280.479520148638
800,700,500,300,200,113.574500951179,281.716660423519
900,700,500,300,200,114.15018663006,282.873640573631
1000,700,500,300,200,114.503251007878,283.889141752057
800,800,500,300,200,115.481392712856,285.428995150031
900,800,500,300,200,114.651344918947,284.674622565454
1000,800,500,300,200,115.31804207523,285.700248160829
900,900,500,300,200,70.9903810444749,304.765979971571
1000,900,500,300,200,71.8590306693877,315.190649022315
1000,1000,500,300,200,70.9860738514057,338.66148820279
600,600,600,300,200,107.746124059523,309.06750459578
700,600,600,300,200,108.938670205642,317.498676096454
800,600,600,300,200,109.916027416655,320.735567194826
900,600,600,300,200,110.553083530676,322.743979188379
1000,600,600,300,200,110.887410232976,324.198513199225
700,700,600,300,200,111.081686669641,328.451870369348
800,700,600,300,200,111.659419168155,331.376498800686
900,700,600,300,200,112.506174687045,333.645866335998
1000,700,600,300,200,112.836394570239,335.174751250738
800,800,600,300,200,112.80053313002,335.057907817495
900,800,600,300,200,112.341051845213,340.634655925471
1000,800,600,300,200,113.890217231969,338.714801973584
900,900,600,300,200,114.280569350316,339.530603439259
1000,900,600,300,200,115.501154594725,342.016816540923
1000,1000,600,300,200,115.003154693696,342.371365213787
700,700,700,300,200,107.896271634723,361.478101485885
800,700,700,300,200,109.08886784616,370.526992733461
900,700,700,300,200,109.917275472616,374.204391652449
1000,700,700,300,200,110.588857535832,376.520908342476
800,800,700,300,200,110.555717733431,381.820097682439
900,800,700,300,200,111.637226807231,385.891422343807
1000,800,700,300,200,112.184977623665,388.304030775461
900,900,700,300,200,112.536605100998,390.041740604843
1000,900,700,300,200,113.082985813761,393.23699463497
1000,1000,700,300,200,113.897199204626,400.894768555092
800,800,800,300,200,108.195349415821,413.732150699372
900,800,800,300,200,109.237572103403,423.296547398132
1000,800,800,300,200,109.992608608411,427.407095734074
900,900,800,300,200,110.385645355527,435.241231827071
1000,900,800,300,200,111.391612116186,440.432185307667
1000,1000,800,300,200,112.264739392644,444.328866613254
900,900,900,300,200,108.388087500636,465.772947779778
1000,900,900,300,200,109.123631296067,475.791545215631
1000,1000,900,300,200,110.215182224414,488.276861313493
1000,1000,1000,300,200,108.440386141336,517.572765926075
400,400,400,400,200,143.348468080105,274.5896123053
500,400,400,400,200,145.152379716788,281.327937271604
600,400,400,400,200,146.087509131673,283.555077607567
700,400,400,400,200,146.706328629952,284.917506788699
800,400,400,400,200,147.366756248655,285.903516974347
900,400,400,400,200,147.654720554046,286.670225878205
1000,400,400,400,200,147.943750134581,287.301555964325
500,500,400,400,200,147.229594505024,289.091185469061
600,500,400,400,200,148.441293762123,291.440616382598
700,500,400,400,200,148.992963416686,292.828041593374
800,500,400,400,200,149.606154164727,293.835088842934
900,500,400,400,200,150.006943272329,294.619976730313
1000,500,400,400,200,150.128071815457,295.264852250365
600,600,400,400,200,149.462779268403,293.762679430687
700,600,400,400,200,150.099953484023,295.184082297493
800,600,400,400,200,150.931106061153,296.192630080432
900,600,400,400,200,151.058788537587,296.965435965161
1000,600,400,400,200,151.37076386867,297.61360896156
700,700,400,400,200,150.748528135905,296.576533334233
800,700,400,400,200,151.199938988774,297.575365297988
900,700,400,400,200,151.622238531414,298.372577939812
1000,700,400,400,200,151.695000099934,299.168919722723
800,800,400,400,200,151.841833348791,298.59453070754
900,800,400,400,200,151.961556672939,299.399362067534
1000,800,400,400,200,152.424844096636,300.037898672582
900,900,400,400,200,71.0140237586985,304.764200879767
1000,900,400,400,200,71.9335769049447,315.190041313856
1000,1000,400,400,200,70.8714791930031,338.654873198778
500,500,500,400,200,148.079310169865,302.474076242491
600,500,500,400,200,151.440379883023,301.14792236661
700,500,500,400,200,150.660601544073,304.287225967891
800,500,500,400,200,152.336525755052,303.631348636505
900,500,500,400,200,152.814663647852,304.342756565155
1000,500,500,400,200,153.080203532851,304.998585308561
600,600,500,400,200,153.678238326593,306.650482458365
700,600,500,400,200,152.55737286171,307.775160615673
800,600,500,400,200,154.066470285354,305.905396495299
900,600,500,400,200,154.487712149301,307.127863472031
1000,600,500,400,200,154.582978618542,307.508912976394
700,700,500,400,200,153.866068896519,306.974931568413
800,700,500,400,200,154.963397131592,307.505456762465
900,700,500,400,200,154.574534796365,308.261508465444
1000,700,500,400,200,154.932862350443,308.910792578788
800,800,500,400,200,154.81754367033,308.488114164021
900,800,500,400,200,155.315387992031,309.393473094222
1000,800,500,400,200,155.631046976993,310.03920725446
900,900,500,400,200,154.418133744296,310.466277380736
1000,900,500,400,200,71.8389433075789,315.199547027078
1000,1000,500,400,200,70.9529767293257,338.663723221283
600,600,600,400,200,107.693883107096,309.069905623373
700,600,600,400,200,108.95369623537,317.51196478228
800,600,600,400,200,109.83229515205,320.733852908907
900,600,600,400,200,110.630419370165,322.742090222953
1000,600,600,400,200,111.087734551064,324.199962587544
700,700,600,400,200,110.848833899322,328.902058165818
800,700,600,400,200,111.621008962586,331.589021148017
900,700,600,400,200,112.427636828641,333.65372755309
1000,700,600,400,200,112.793640451223,335.172763611505
800,800,600,400,200,112.715588436595,335.06197783053
900,800,600,400,200,113.448048679122,338.420980970753
1000,800,600,400,200,113.915871824303,338.720646956365
900,900,600,400,200,114.509773483589,341.061467913035
1000,900,600,400,200,114.558017702772,340.882460846961
1000,1000,600,400,200,116.393116281239,342.509750396779
700,700,700,400,200,108.030330017782,361.482691507486
800,700,700,400,200,109.128411493231,370.527035735089
900,700,700,400,200,109.987419594998,374.219622731154
1000,700,700,400,200,110.609451152455,376.520302174193
800,800,700,400,200,110.382116448217,381.806942726055
900,800,700,400,200,111.642128944455,385.859021768377
1000,800,700,400,200,112.28600535508,388.298465625706
900,900,700,400,200,112.589908900725,389.905720097816
1000,900,700,400,200,113.306175969953,392.386241686273
1000,1000,700,400,200,113.976691462642,402.72915030303
800,800,800,400,200,108.131384332594,413.732837092021
900,800,800,400,200,109.280315918445,423.297324706173
1000,800,800,400,200,109.945624551112,427.405417666271
900,900,800,400,200,109.626083236281,435.492975295607
1000,900,800,400,200,111.34068612008,439.513197092907
1000,1000,800,400,200,111.891926267668,444.363638125142
900,900,900,400,200,108.274977014638,465.777094894452
1000,900,900,400,200,109.178195407733,475.790009759061
1000,1000,900,400,200,110.173804953828,488.28345364576
1000,1000,1000,400,200,108.460062888763,517.574463635471
500,500,500,500,200,144.146351355012,345.267399908296
600,500,500,500,200,145.790552008526,352.849560288433
700,500,500,500,200,146.684790584832,355.561936800252
800,500,500,500,200,147.227076334077,357.239461185978
900,500,500,500,200,147.768275077023,358.456157328927
1000,500,500,500,200,148.168466734971,359.410203641885
600,600,500,500,200,147.461566939141,361.557088296894
700,600,500,500,200,148.638506366815,364.457707786186
800,600,500,500,200,149.223500833236,366.17837037058
900,600,500,500,200,149.720797886596,367.441005512585
1000,600,500,500,200,150.107487219098,368.421050899056
700,700,500,500,200,149.607574844404,367.329826972197
800,700,500,500,200,150.194915330477,369.06325560281
900,700,500,500,200,150.849414531683,370.330061247388
1000,700,500,500,200,151.101736097058,371.300246298238
800,800,500,500,200,150.857022990126,370.816822979245
900,800,500,500,200,151.45613255219,372.046555339417
1000,800,500,500,200,151.686097664481,373.043485331453
900,900,500,500,200,151.781707502372,373.316852307761
1000,900,500,500,200,152.163432374962,374.295873448352
1000,1000,500,500,200,152.177186036679,375.279313002879
600,600,600,500,200,149.991346061823,372.504848090191
700,600,600,500,200,151.232866949094,375.949053694382
800,600,600,500,200,151.706332455838,377.291721809311
900,600,600,500,200,151.99037988014,378.779006683893
1000,600,600,500,200,153.096525694508,379.673323858036
700,700,600,500,200,151.858046860525,378.90571668428
800,700,600,500,200,152.831643575628,380.272148933004
900,700,600,500,200,153.370346280384,381.569381275136
1000,700,600,500,200,153.79700786692,382.593729122473
800,800,600,500,200,153.61045518479,382.187406486156
900,800,600,500,200,151.119434817464,386.394534046452
1000,800,600,500,200,154.385707824202,384.56887204468
900,900,600,500,200,153.099939996465,396.738079998184
1000,900,600,500,200,154.951417344772,385.70666682346
1000,1000,600,500,200,155.106575092265,386.76682827656
700,700,700,500,200,153.699390324109,382.76928896828
800,700,700,500,200,153.976845197672,383.318892085066
900,700,700,500,200,154.926653988693,391.630932188507
1000,700,700,500,200,154.917153473373,385.824691476735
800,800,700,500,200,154.749456096808,385.332228248778
900,800,700,500,200,155.272002592765,386.834255053616
1000,800,700,500,200,112.162212495018,388.30105560807
900,900,700,500,200,112.405211673183,390.724694544604
1000,900,700,500,200,113.253041138313,392.430775498562
1000,1000,700,500,200,114.006535454618,394.791418848199
